numeration,label,text
,Z.C4,"Ein mögliches ""Security-Problem"" bei der autoKI besteht darin, dass das technische System durch Menschen manipuliert werden kann, was sowohl die Sicherheit der Fahrgäste als auch die anderer Verkehrsteilnehmer und unbeteiligter Personen gefährden kann. Beispielsweise kann ein Angreifer ein autonomes Fahrzeug hacken und es dazu bringen, unerwartete oder gefährliche Bewegungen auszuführen, was sowohl für die Insassen als auch für andere Verkehrsteilnehmer gefährlich sein kann."
,Z.C6-3,"Eine Programmierung, die auf die Minimierung von Schaden abzielt, könnte als gerechtfertigt angesehen werden, sofern sie das Risiko für alle Verkehrsteilnehmer gleichermaßen minimiert. Beispielsweise könnte eine solche Programmierung das Risiko für Fußgänger und Radfahrer genauso berücksichtigen wie das Risiko für Autofahrer."
,Z.P4-1,"Die Selbstbestimmung und die Fürsorge können in Bezug auf die Verantwortung für die eigene Sicherheit und die Sicherheit anderer Verkehrsteilnehmer:innen in Konflikt geraten. Es gibt keine eindeutige ethische Regel, die besagt, dass Sicherheit immer Vorrang vor Freiheit haben sollte. Daher sollten Fahrer:innen selbst entscheiden können, ob sie fahrtüchtig sind und die Verantwortung für ihre Entscheidungen übernehmen."
,Z.P7,"Die autoKI kann die Lenk-, Fahr- und Parkaufgabe präziser ausführen, wodurch sich Vorteile in Bezug auf Platzbedarf ergeben. Durch die präzise Steuerung der Fahrzeuge können Zusatzbreiten bei Fahrstreifen eingespart werden, was wiederum Platz für andere Verkehrsmittel oder Infrastruktur schaffen würde. Auch beim Parken ergeben sich Vorteile, da kein Raum für sich öffnende Türen eingeplant werden muss und Stellplätze schmaler gestaltet werden können."
,Z.C6-2,"Dillematische Situationen werden von der autoKI als solche erkannt und lassen sich neben anderen Möglichkeiten beispielsweise durch das Prinzip des Zufalls lösen. Dazu wird die Entscheidung der KI an zufällig generierten Zahlen bzw. Wahrscheinlichkeiten geknüpft, sodass einige ethische Fragen umgangen werden können."
,Z.P6-1,"Eine KI-basierte Technologie alleine ist nicht ausreichend, um die Mobilität von Menschen mit körperlichen Einschränkungen zu erleichtern. Andere Lösungen wie zum Beispiel der Einsatz von Rampen oder speziell ausgestatteten Fahrzeugen müssen ebenfalls in Betracht gezogen werden."
,Z.C4-1-2,"Es ist eine allgemein bekannte Tatsache, dass kein System, das mit dem Internet verbunden ist, vollständig vor Cyberangriffen geschützt werden kann, egal ob es sich um ein Online-Banking-System, eine E-Commerce-Website oder ein autonomes Fahrzeug handelt."
,Z.P7-1,"Wenn die Straßen enger werden, könnte es schwieriger sein, alle Verkehrsteilnehmer sicher zusammenzuführen, insbesondere wenn die Technologie für die autonome Fahrzeugführung noch nicht weit verbreitet ist. Ein Beispiel hierfür könnte sein, dass auf engen Straßen die Integration von Fahrrädern und Fußgänger:innen mit autonom fahrenden Autos besonders herausfordernd sein kann."
,Z.P10-1-1,"Das Berufsbild durchläuft ohnehin einen ständigen Wandel. Während traditionelle Berufe, wie bspw. LKW-Fahrer:innen an Bedeutung verlieren, entstehen neue, wie die der Datenwissenschaftler:innen oder Ingenieur:innen für die Automatisierungstechnologie."
,Z.P1-1,"Ein Einsatz von automatisierten Fahrsystemen kann zu einem Verlust von Arbeitsplätzen in Berufen wie LKW-Fahrer:innen oder Busfahrer:innen führen. Dies könnte zu einer Verschiebung der Arbeitsplätze und möglicherweise auch zu sozialen Herausforderungen führen. Es wäre wichtig, angemessene Maßnahmen zu ergreifen, um die betroffenen Arbeitnehmer:innen bei der Umschulung und dem Wiedereinstieg in den Arbeitsmarkt zu unterstützen."
,Z.C5,"Die Einführung von Technologien, die den Einfluss des Menschen auf die Steuerung von Fahrzeugen reduzieren, stößt häufig auf Skepsis. Es bleibt abzuwarten, ob die Gesellschaft bereit ist, autonome Fahrzeuge zu akzeptieren und zu nutzen."
,Z.C10-1,"Das deutsche Gesetz zum autonomen Fahren trat 2021 in Kraft und schuf den notwendigen Rechtsrahmen für den Einsatz von fahrerlosen Fahrzeugen. Durch Durchführungsverordnungen wird dieser Rahmen weiter ausgestaltet, bevor auch auf europäischer Ebene Regelungen vorliegen werden. Es ist wichtig, dass gesetzliche Regelungen im Einklang mit technologischen Fortschritten stehen, um die Sicherheit aller Verkehrsteilnehmer zu gewährleisten und den Einsatz von autonomen Fahrzeugen zu ermöglichen."
,Z.P4,"Die autoKI ermöglicht es Personen, die aufgrund von körperlichen oder geistigen Einschränkungen ein Fahrzeug normalerweise nicht selbst steuern können, Mobilität ohne menschliche Fahrer:in zu genießen. Dies erweitert die Möglichkeiten von Personen mit Beeinträchtigungen und kann als eine Umsetzung des Fürsorgeprinzips betrachtet werden, da es ihnen ermöglicht, ihre Unabhängigkeit und Selbstbestimmung zu erhöhen."
,Z.P8-1-1,"Ein weiteres Beispiel für die Vorteile der autoKI in Bezug auf die Reaktionsfähigkeit ist die Fähigkeit, auf plötzliche Änderungen der Straßenbedingungen wie z.B. Unfälle oder schlechtes Wetter zu reagieren. Im Gegensatz dazu können menschliche Fahrer:innen durch Ablenkung oder Unaufmerksamkeit diese Situationen erst später erkennen und auf sie reagieren."
,Z.P9-1,"Eine sichere Fahrweise erfordert sowohl ein hohes Maß an Aufmerksamkeit als auch die Fähigkeit, schnell und angemessen auf unvorhergesehene Situationen im Verkehr reagieren zu können. Diese Fähigkeiten können sowohl von erfahrenen Fahrer:innen als auch von fortschrittlichen Technologien, wie der autoKI, erbracht werden."
,Z.C1-1,"Um den Einsatz von autonomen Fahrzeugen ohne menschliche Fahrer:innen zu ermöglichen, müsste die verwendete Technologie (insbesondere die autoKI) nahezu perfekt sein und Unfälle auf ein Minimum reduzieren. Ein Beispiel dafür könnte sein, dass die technischen Systeme in der Lage sind, sämtliche Verkehrssituationen sicher und zuverlässig zu meistern, von einfachen Straßenverhältnissen bis hin zu komplexen und chaotischen Szenarien in Städten."
,Z.C2,"Der Einsatz von autoKI-Systemen für vernetztes Fahren erfordert eine striktere Einhaltung von Geschwindigkeitsbegrenzungen, um die Kommunikation zwischen den Fahrzeugen zu optimieren. Dies kann dazu führen, dass die Reisezeiten verlängert werden und der Verkehr insgesamt ineffizienter wird, zum Beispiel durch häufigere Stopps oder verlangsamtes Fahren. Ein anderes Beispiel könnte sein: die Reduzierung der Geschwindigkeiten auf bestimmten Straßenabschnitten kann dazu führen, dass die Fahrzeiten für Pendler:innen länger werden und sich dadurch ihre Arbeitszeiten verändern."
,Z.P1,"Durch den Einsatz von autoKI können Fahrer:innen ihre Zeit während der Fahrt produktiver nutzen und sich auf andere Tätigkeiten wie Arbeit, Bildung oder Unterhaltung konzentrieren, anstatt sich auf das Steuern des Fahrzeugs zu konzentrieren."
,Z.C6-2-1,"Eine solche Technologie, die den Menschen auf bloße Objekte reduziert und ihre Würde und Leben in Frage stellt, widerspricht grundlegenden ethischen Prinzipien und kann nicht als akzeptabel angesehen werden. Beispielsweise würde es in Konflikt mit dem menschenrechtlichen Prinzip der Würde und Unantastbarkeit jedes Menschen stehen."
,Z.C1,"Wenn die Technologie für die autonome Fahrzeugführung zuverlässig genug ist, könnte es dazu führen, dass die Rolle der Menschen auf die des Passagiers beschränkt wird, ohne die Möglichkeit, selbst noch aktiv am Verkehr teilzunehmen oder die Verantwortung für mögliche Unfälle zu tragen, wodurch sich das Risiko des Selbstfahrens als unattraktiv erweist. Beispiel könnte sein, dass Flugreisen auch ohne menschliche Piloten durchgeführt werden und es nicht mehr nötig ist, dass sich Passagiere um die Steuerung kümmern müssen."
,Z.C10,"Ein geeigneter rechtlicher Rahmen ist notwendig, um den Einsatz von KI als Fahrzeugsteuerung zu ermöglichen und die Integration von fahrerlosen Fahrzeugen in den alltäglichen Straßenverkehr zu erleichtern. Es kann dafür sorgen, dass die Technologie sicher und verantwortungsvoll eingesetzt wird."
,Z.P2-1,"Die Akzeptanz der autoKI gegenüber könnte dadurch negativ beeinflusst sein, dass der Mensch zum Passagier würde und so ein Gefühl der Nutzlosigkeit empfindet."
,Z.C5-1,"Die Ergebnisse aus verschiedenen Studien und Projekten, die von dem BMVI unterstützt werden, zeigen, dass die Mehrheit der Fahrgäste an autonomen Fahrzeugen interessiert ist und sie bereitwillig akzeptieren."
,Z.C5-1,"Die Ergebnisse aus verschiedenen Studien und Projekten, die von dem BMVI unterstützt werden, zeigen, dass die Mehrheit der Fahrgäste an autonomen Fahrzeugen interessiert ist und sie bereitwillig akzeptieren."
,Z.C5-2,"Um die Vorteile des autonomen Fahrens einer breiteren Öffentlichkeit zugänglich zu machen, ist es erforderlich, weitere Anstrengungen zu unternehmen. Insbesondere sollte der Austausch mit der Gesellschaft, durch z.B. öffentliche Diskussionen und Veranstaltungen, aktiv gefördert und intensiviert werden, um ein besseres Verständnis für die Technologie und ihre Potenziale zu schaffen."
,Z.C11,"Eine Alternative Formulierung könnte lauten: ""Ohne menschliche Fahrer:innen kann die strafrechtliche Verantwortung für Unfälle und Verstöße im Straßenverkehr schwer zuzuordnen sein, da das Schuldprinzip im Strafrecht eine individuelle Schuld des Täters voraussetzt."
,Z.C6,"Die autoKI muss in bestimmten Situationen moralische Entscheidungen treffen, wie z.B. wenn sich eine Kollision mit Fußgängern oder anderen Fahrzeugen nicht vermeiden lässt. Dies stellt eine große Herausforderung dar, da diese Entscheidungen nicht eindeutig festgelegt werden können und es ethische Zweifel darüber gibt, wie sie programmiert werden sollten."
,Z.C5-1,"Aufgrund des Fortschritts neuer Technologien und deren Implementierung in das alltägliche Leben, dürfte die autoKI ganz generell gut bei den Menschen ankommen und deren Neugier und Interesse wecken."
,Z.P8,"Die autoKI hat gegenüber dem Menschen einen klaren Vorteil, wenn es um Reaktionsgeschwindigkeit und Aufmerksamkeit im Verkehr geht."
,Z.C5-1-1-2,"In der öffentlichen Debatte wird der Begriff des autonomen Fahrens häufig ungenau verwendet, was zu Verwirrung beiträgt. Begriffe wie automatisiertes, teilautomatisiertes oder fahrerloses Fahren werden oft synonym verwendet, was es schwierig macht, die Akzeptanz dieser Technologie in der Gesellschaft zu untersuchen. Ein Beispiel hierfür wäre die unklare Unterscheidung zwischen einem Fahrassistenzsystem und einem vollständig autonomen Fahrzeug."
,Z.P8-1,"autoKI hat Schwierigkeiten damit, sich auf unvorhersehbares menschliches Verhalten einzustellen. Dazu gehört zum Beispiel die Reaktion auf plötzliche Handlungen von Fußgänger:innen oder die Anpassung an unerwartetes Fahrverhalten von anderen Verkehrsteilnehmer:innen. Es ist schwierig, diese Art von Situationen in der Simulation abzubilden und die autoKI wird hier an ihre Grenzen stoßen."
,Z.P5-1,"Es gibt in Deutschland kein Gesetz, das es bestimmten Personengruppen wie Rentner:innen verbietet, mit einem Fahrzeug im öffentlichen Verkehr unterwegs zu sein. Es gibt auch keine Vorschriften, die Personen dazu verpflichten, ihren Führerschein ab einem bestimmten Alter abzugeben."
,Z.P8-1,"Ebenso wie der Mensch, wird auch die autoKI an ihre Grenzen stoßen, wenn es um das Einschätzen von irrationalem Fehlverhalten eines menschlichen Autofahrers geht. Hierbei wird sie kaum besser verfahren, da eine Simulation solcher Situationen nur schwer möglich ist."
,Z.C4-1-2,"Kein mit dem Internet verbundenes System, lässt sich vollständig gegen Hackerangriffe schützen, so dass immer ein gewisses Restrisiko in Sachen Sicherheit bleibt."
,Z.P5-1,"Rentner:innen bzw. älteren Menschen generell, ist es grundsätzlich nicht gesetzlich untersagt, uneingeschränkt am Straßenverkehr teilzunehmen."
,Z.C7,"Preislich gesehen wird es vermutlich noch einige Zeit dauern, bis sich die Entwicklungskosten der autoKI amortisiert haben werden, mit der Konsequenz, dass die Technologie insgesamt bezahlbarer wird und sich mehr Menschen ein Auto mit dem KI-System leisten können."
,Z.P11,"Der zunehmende Einsatz von autonomen Fahrzeugen würde es möglich machen, Parkkosten und Verkehr zu minimieren und gleichzeitig bisher zum Parken genutzte Flächen alternativ nutzen zu können."
,Z.P4-1,"Es besteht ein Spannungsverhältnis zwischen Fürsorge und Selbstbestimmung, was die Wahl zwischen Sicherheit und Freiheit betrifft. Letztendlich sollten Fahrer:innen selbst entscheiden, ob sie fahrtüchtig sind und welche Risiken sie eingehen möchten."
,Z.C3,"Es besteht die Möglichkeit, dass die autoKI technische Fehler aufweist und dadurch Sicherheitsrisiken entstehen."
,Z.C10-1-1,"Es besteht eine Lücke im Gesetz bezüglich Privatpersonen, die autonom fahren möchten."
,Z.P3,"Die autoKI bietet mehr Privatsphäre, da man weniger abhängig von öffentlichen Verkehrsmitteln oder Taxis ist."
,Z.P12,"Die autoKI hat viele Vorteile, wie z.B. die Erhöhung der Verkehrsflüssigkeit, die Vermeidung von Emissionen und die Entwicklung neuer Mobilitätsideen und -lösungen, die Umwelt und Nutzer:innen profitieren lassen."
,Z.P9-1,"Gute Fahrer:innen können sich auf die Verkehrssituation einstellen und schnell reagieren."
,Z.P12-1,"Die Attraktivität von individuellen Fahrzeugen erhöht sich, wodurch die Anschaffung eines Autos noch attraktiver wird. Das führt zu einem Anstieg privater Fahrzeuge, was Auswirkungen auf die Umwelt und den öffentlichen Verkehr hat."
,Z.C2-1-1,"Autonome Autos, die langsam und defensiv fahren, könnten zu Frustration und Ärger bei anderen Verkehrsteilnehmern führen, was zu unüberlegten Manövern und Gefahrensituationen führen kann."
,Z.P2,"AutoKI ermöglicht Entlastung durch weniger benötigte Aufmerksamkeit der Menschen."
,Z.C5-1-1-1,"Autonomes Fahren sollte nicht verhindert werden, auch wenn manche die Steuerung lieber selbst übernehmen möchten."
,Z.C1-1-1,"Es ist nicht sinnvoll, alles menschliche Handeln durch Technik zu ersetzen, auch wenn es fehlerhaft ist. Es gibt einen Konflikt zwischen dem Schutz vor Schaden und dem Prinzip der Fürsorge."
,Z.P11-1-1,"Es gibt Bemühungen, Gesetze in Computercode umzuwandeln, damit die autoKI die Verkehrsvorschriften automatisch einhalten kann, ohne sie optisch erkennen zu müssen."
,Z.P6,"Die Nutzung von autonomen Fahrzeugen kann die Mobilität von benachteiligten Personengruppen erhöhen und ihre soziale Teilhabe fördern."
,Z.C8-1,"Der Gesetzgeber muss Maßnahmen ergreifen, um Nutzerdaten zu schützen, indem er Anonymisierung, Aufbewahrungsfristen, Zugriffsrechte festlegt."
,Z.C4-1,"Hersteller müssen alles tun, um das Fahrzeug vor Angriffen zu schützen, indem sie Fortschritte in der Sicherheitstechnik berücksichtigen."
,Z.P12-1-2,"autoKI kann Staus reduzieren, indem es die Geschwindigkeiten an die Verkehrssituation anpasst und unnötiges Bremsen/Beschleunigen verhindert."
,Z.C9-2,"AutoKI benötigt Datenschutz sowie die Möglichkeit, Daten zu teilen, um Unfälle zu vermeiden und Hilfe zu leisten."
,Z.C5-2,"Mehr Bürger:innen sollten die Vorteile des autonomen Fahrens erleben können, dafür ist eine Fortsetzung und Vertiefung des gesellschaftlichen Dialogs notwendig."
,Z.P14,"Die autoKI ermöglicht eine direkte Route ohne Umstiege."
,Z.C6-3,"Die Programmierung von autoKI auf Minimierung von Opfern könnte gerechtfertigt werden, wenn das Risiko für alle Verkehrsteilnehmer gleichmäßig reduziert wird."
,Z.P6-1,"AutoKI kann Menschen mit körperlichen Einschränkungen die Möglichkeit geben, unabhängig zu fahren. Dafür müssen die Systeme jedoch auch für alle zugänglich gestaltet werden, indem zusätzliche Hilfsmittel oder Systeme entwickelt werden."
,Z.C9,"Die Angst besteht, dass die Nutzer:innen durch die Datenschutz-Herausforderungen bei autoKI noch mehr unter Beobachtung stehen."
,Z.P9-1-1,"Unerfahrene Fahrer:innen gefährden durch Ausweichmanöver bei Tieren auf der Fahrbahn oft sowohl das eigene als auch andere Verkehrsteilnehmer."
,Z.P7,"Die autoKI kann präziser lenken, fahren und parken, wodurch Platz auf Straßen und in Parklücken eingespart werden kann."
,Z.C4-1-1,"AutoKI erfordert eine ständige Kommunikation, daher nicht abschirmbar gegen Angriffe."
,Z.C7-1,"AutoKI sollte nicht nur für Reiche zugänglich sein, sondern für alle. Obwohl es neue Fragen der Gerechtigkeit aufwirft, müssen diese separat gelöst werden, da die Kosten mit der Zeit sinken werden."
,Z.C11-1,"Der Gesetzgeber kann die rechtlichen Rahmenbedingungen anpassen, um die Verantwortung beim autonomen Fahren zu klären und Regelungen für den Nachweis von Verschulden einführen."
,Z.C5-1-1,"53% der Deutschen sind gegen autonomes Fahren, da sie lieber selbst fahren möchten (laut Umfrage von Autoscout24 und Inno-fact)."
,Z.C6-2-1,"Eine solche Programmierung würde menschliches Leben und Würde ignorieren, indem Verkehrsteilnehmer als bloße Objekte betrachtet werden."
,Z.P10-1,"autoKI führt zu Verlust von Arbeitsplätzen in Gütertransport."
,Z.C9-1,"autoKI kann Arbeitsplätze gefährden, aber auch Datenschutzprobleme aufwerfen. Eine Balance zwischen Selbstbestimmung und Fürsorge ist notwendig."
,Z.P9,"Die autoKI kann aufgrund ihrer Programmierung Situationen objektiver einschätzen und bessere Entscheidungen treffen, die den Schutz von Personen priorisieren."
,Z.C6-1,"Die autoKI kann in Konfliktsituationen bessere Entscheidungen treffen als Menschen, da sie objektiver einschätzt und Schaden minimiert."
,Z.C6,"AutoKI muss in schwierigen Situationen, in denen es um Leben und Tod geht, schwere Entscheidungen treffen, die nicht eindeutig normiert oder ethisch eindeutig programmiert werden können."
,Z.C12,"Die autoKI folgt stets sämtlichen Vorschriften, was zu riskanterem Verhalten von menschlichen Fahrern führen kann, da sie kein Feedback von der KI bei unverantwortlichen Manövern erhalten."
,Z.P8-1-1,"Die autoKI kann schneller auf unvorhergesehenes Verhalten anderer Verkehrsteilnehmer reagieren als Menschen."
,Z.C6-3-1,"Die Programmierung von autoKI muss Entscheidungen treffen, wenn es um Schadenminimierung geht, kann aber zur Verantwortung der Programmierer führen."
,Z.P4,"autoKI ermöglicht Mobilität für Personen, die sonst nicht fahren dürfen. Dies bietet Schutz und erfüllt das Fürsorgeprinzip."
,Z.P1-1,"Die autoKI kann zu einem Verlust von Arbeitsplätzen für Fahrer führen, was Auswirkungen auf die Arbeitsmarktstruktur und soziale Probleme haben kann."
,Z.C5,"Es gibt Skepsis gegenüber Technologien, die den Menschen als Kontrollorgan reduzieren, ob führerlose Fahrzeuge von der Gesellschaft akzeptiert werden, ist ungewiss."
,Z.P10-2,"Die Kosten für die autoKI-Ausstattung und technische Ausrüstung sind höher als die Lohnkosten."
,Z.C5-1-1-2,"Die Begriffe ""autonomes Fahren"", ""automatisiertes Fahren"", ""teilautomatisiertes Fahren"" und ""fahrerloses Fahren"" werden oft verwendet, ohne eine klare Definition. Das erschwert die Analyse der Akzeptanz durch die Gesellschaft."
,Z.P1,"Die autoKI ermöglicht es, während der Fahrt Zeit sinnvoll zu nutzen, statt sich auf das Fahren zu konzentrieren."
,Z.P11-1,"Die autoKI kann Schwierigkeiten haben, Verkehrszeichen zu erkennen, insbesondere bei Manipulation oder schlechtem Wetter. Menschliche Fahrer:innen haben jedoch oft Erfahrung und Kenntnisse über Vorschriften in solchen Bereichen."
,Z.P10,"AutoKI ermöglicht bessere Vernetzung von Personen- und Gütertransport, was Vorteile für Lieferservice und Logistik bringt. Es entstehen weniger Lohnkosten und entfällt Ruhezeiten durch automatisierte Leerfahrten."
,Z.P5,"Schreibe mir eine alternative Formulierung, die ruhig kürzer ist, dafür aber möglichst wenig gleiche Wörter beinhaltet: Der demografische Wandel bringt es mit sich, dass zunehmend ältere Menschen in Deutschland leben werden. Um mobil zu bleiben, werden sie weiter am Straßenverkehr teilnehmen müssen. Die autoKI ermöglicht ihnen eine solche weitere sichere Teilnahme."
,Z.C8,"Die Vernetzung der Fahrzeuge erfordert viel Datenaustausch, was möglicherweise Probleme mit dem Datenschutz verursacht."
,Z.P8,"Die autoKI reagiert schneller in Gefahrensituationen und benötigt keine Reaktionszeit. Sie ist auch nicht ablenkbar."
,Z.C2,"Vernetztes Fahren mit autoKI erfordert langsamere Geschwindigkeiten, um die Kommunikation zwischen Fahrzeugen zu verbessern, was zu längeren Fahrzeiten und weniger Effizienz im Verkehr führt."
,Z.C6-2,"Die autoKI kann in schwierigen Entscheidungssituationen auf Zufall setzen, ohne vorher festgelegte Werte und Algorithmen zu berücksichtigen."
,Z.C1,"Die autoKI kann dazu führen, dass Menschen nur noch als Passagiere fungieren, ohne die Möglichkeit, das Steuer zu übernehmen und eine hohe Haftung, die das Risiko des Selbstfahrens nicht mehr attraktiv macht."
,Z.P10-2-1,"Die Anschaffungskosten der autoKI und technischen Ausrüstung amortisieren sich schneller als die Lohnkosten."
,Z.C3-1,"Die autoKI erkennt ihre Grenzen und handelt bei Problemen sicher, indem es das Fahrzeug an den Straßenrand fährt."
,Z.C1-1,"autoKI müsste fast perfekt sein, um den Einsatz von menschlichen Fahrern zu ersetzen und Unfälle zu minimieren."
,Z.C1-1-2,"Die autoKI ist nicht perfekt und wird es aufgrund von Umwelteinflüssen wahrscheinlich nie sein."
,Z.C11,"Die strafrechtliche Verantwortung wird schwierig, wenn der Fahrer entfällt. Da Schuld im Strafrecht erforderlich ist, ist eine Haftung aufgrund von Gefährdung ausgeschlossen, es erfordert Nachweis von individuellem Fehlverhalten von Täter:innen."
,Z.P7-1,"Wenn die Straßen schmaler werden, kann es schwierig werden, alle Verkehrsmittel sicher zusammenzubringen, besonders wenn die Technologie für die autonome Fahrzeugsteuerung noch nicht weit verbreitet ist."
,Z.C10,"Ein Rechtsrahmen ist notwendig, um den Einsatz von autoKI als Fahrzeugführer zu ermöglichen und die Integration von fahrerlosen Fahrzeugen in den Regelbetrieb zu erreichen."
,Z.C2-1,"Sicherer Verkehr durch autonome Systeme und reduzierte Geschwindigkeiten."
,Z.P2-1,"Ohne Fahrer:in kann das Gefühl von Wertlosigkeit entstehen, was die Akzeptanz beeinträchtigen kann."
,Z.P13,"AutoKI kann Mobilität in ländlichen Gebieten verbessern, durch Anpassung an die Nachfrage, Verkürzung von Fahrzeiten, weniger Umsteigevorgänge und individueller Takt."
,Z.C10-1,"Das deutsche Gesetz für autonomes Fahren ist in Kraft und ermöglicht den Einsatz fahrerloser Fahrzeuge, durch Durchführungsverordnungen wird dies weiter definiert und es gibt auch bereits erste europäische Regelungen."
,Z.P10-1-1,"Das Berufsfeld wandelt sich ständig, alte Berufe wie LKW-Fahrer gehen verloren, neue Berufe wie Programmierer oder Überwacher von automatisierten Produkten entstehen."
,Z.P12-1-1,"Kontrollierte Zulassung von autonomen Fahrzeugen mittels geeigneter Kriterien und staatlichen Mechanismen kann eine begrenzte Nutzung sicherstellen."
,Z.C4,"Ein ""Security-Problem"" bei der autoKI kann zur Gefährdung von Fahrgästen und anderen Verkehrsteilnehmern führen, wenn das System von Menschen manipuliert wird."
,Z.C4,"Ein ""Security-Problem"" bei der autoKI kann zur Gefährdung von Fahrgästen und anderen Verkehrsteilnehmern führen, wenn das System von Menschen manipuliert wird."
,Z.P10-1,"Selbst fahrende Autos bedeuten eine Rationalisierung der Fahrer und damit den Verlust von Arbeitsplätzen."
,Z.P8,"Heikle Situationen werden von der autoKI mit schnellen und präzisen Entscheidungen begegnet. Viele Menschen würden in derartigen Situationen zögern und schlechte Entscheidungen treffen. "
,Z.C9-1,"Datenschutz ist auch in Hinblick auf die autoKI notwendig, doch erst der Datenaustausch der autoKI mit ihrer Umwelt ermöglicht das autonome Fahren. Daher sollte neu und sinnvoll über die Art des Datenschutzes beim autonomen Fahren nachgedacht werden, damit ein schlecht durchdachter Datenschutz nicht zum Hindernis wird."
,Z.P11-1-1,"Jegliche Verkehrsregelungen und -änderungen können einprogrammiert werden, sodass eine optische Erfassung von Schildern und Regelungen hinfällig wird."
,Z.P10-2,"Die Anschaffungskosten für die autoKI und insbesondere die Kosten für nötige Sensorik und Technik im Auto und am Straßenrand übersteigen die Lohnkosten bei Weitem."
,Z.P2-1,"Der Einsatz von autoKI könnte bei Menschen zu einem Gefühl der Nutzlosigkeit und zu Kontrollverlust führen."
,Z.P5-1,"Ältere Menschen können weiterhin am Straßenverkehr teilnehmen. Es gibt in Deutschland keine Verbote oder speziellen Vorschriften für Rentner und ältere Menschen, die das Führen eines Fahrzeugs im öffentlichen Raum verbieten."
,Z.P8-1,"Die autoKI funktioniert nur in einem kontrollierten Umfeld und wird daher Probleme haben auf unvorhergesehenes (Fehl-)Verhalten anderer Verkehrsteilnehmer zu reagieren."
,Z.P8-1-1,"Menschen tun sich ebenso schwer Fehlverhalten anderer Verkehrsteilnehmer vorherzusehen, jedoch kann die autoKI in kürzerer Zeit und angemessener auf derlei kritische Situationen reagieren."
,Z.P12-1-2,"Durch den Einsatz intelligenter Algorithmen und optimierter Kommunikation zwischen den Fahrzeugen lässt sich durch die autoKI Stau größtenteils vermeiden. "
,Z.P7,"Die autoKI sorgt für Platzeinsparungen durch ihre effiziente Fahrweise, durch geschicktes Parken sowie durch ihre Informiertheit über die generelle Verkehrs- und Parksituationen. "
,Z.C1-1,"Um in voller Breite im öffentlichen Verkehr eingesetzt zu werden muss die verbaute Technik sowie die Software (autoKI) nicht nur besser als menschliche Fahrer:innen agieren sondern tatsächlich fehlerfrei im Stande sein Fahrzeuge autonom zu führen."
,Z.P6-1,"Körperlich eingeschränkte Menschen brauchen neben der Fahrassistenz der autoKI weitere Systeme wie zum Beispiel Einstiegs- oder Anschnallhilfen, um Zugang zu autonom geführten Fahrzeugen zu haben ohne auf Dritte angewiesen zu sein."
,Z.C11-1,"Es wird weiter an sinnvollen Regelungen und Definitionen der Pflichten und Verantwortlichkeiten von Personen, die mit dem Betrieb der Fahrzeuge befasst sind, gearbeitet. Bereits seit Mai 2021 trat ein Gesetz in Kraft, das die Einführung entsprechender Systeme in den Regelbetrieb reguliert. "
,Z.C3-1,"Die Programmierung der autoKI ermöglicht es dem System, eigene Grenzen und Fähigkeiten zu erkennen. Falls es zu Störungen oder unberechenbaren Situationen kommt wird das Fahrzeug abgebremst und in einen risikoarmen Zustand versetzt indem es zum Beispiel aus der Gefahrenzone gelangt bzw. auf dem Seitenstreifen abgestellt wird."
,Z.C12,"Da die autoKI den verantwortungslosen und riskanten Verkehrsteilnehmern kein negatives Feedback gibt, könnte sich die Fahrweise dieser Personengruppe weiter verschlechtern."
,Z.P10-2-1,"Die Anschaffungskosten der autoKI und des technischen Zubehörs sind überwiegend Fixkosten, die sich gegenüber den eingesparten Lohnkosten schnell ausgleichen, sodass autonomes Fahren langfristig günstiger ist."
,Z.C10-1,"Im Jahr 2021 ist in Deutschland ein Gesetz in Kraft getreten, das den Einsatz von selbstfahrenden Autos ermöglicht. Dieses Gesetz legt die notwendigen Regeln fest, damit fahrerlose Autos auf Deutschlands Straßen fahren dürfen. Es werden weitere Regelungen erwartet, damit alles sicher und reibungslos funktioniert. Auch auf europäischer Ebene werden Regelungen erwartet, um einen einheitlichen Standard für selbstfahrende Autos in Europa zu schaffen."
,Z.C1-1-1,"Es ist wichtig, dass wir uns bewusst dafür entscheiden, welche Aufgaben wir an Technologie abgeben und welche wir beibehalten wollen. Wenn wir alles menschliche Handeln durch Technik ersetzen, laufen wir Gefahr, dass die Verantwortung und Fürsorge für andere verloren geht. Es ist wichtig, einen Ausgleich zwischen Sicherheit und Verantwortung zu finden."
,Z.P13,"Die autoKI kann dazu beitragen, dass Menschen in ländlichen Regionen besser an das gesellschaftliche Leben angeschlossen sind. Durch die Möglichkeit, individuelle Fahrpläne anzubieten und weniger Umsteigevorgänge zu benötigen, könnten die Fahrzeiten verkürzt werden und die Mobilität insgesamt verbessert werden."
,Z.P11,"Autonome Fahrzeuge könnten in der Zukunft dazu beitragen, die Parkplatznot in Städten zu entschärfen. Wenn die Autos ihre Passagiere an einem bestimmten Ort, wie einem Einkaufszentrum, absetzen und sich dann selbst einen günstigeren Parkplatz außerhalb des Stadtzentrums suchen, könnten dadurch viele Parkplätze eingespart werden. Diese könnten dann für Wohnraum oder Grünanlagen genutzt werden, was wiederum positiv für die Umwelt und die Lebensqualität in der Stadt wäre."
